Time(Iteration),WCoLinUCBCoTheta,AsyncCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,WCoLinUCBTheta,AsyncCoLinUCBTheta,W_W0Theta,WCoLinUCBW,W_W0W
310,0.119954560549,0.0319749468316,0.0437597788655,0.0703846946797,1.28091983744,0.132238295719,0.896171625978,1.28091983744,0.896171625978
320,0.127059110368,0.0315787747719,0.0469645403241,0.0697488720981,1.27163105668,0.132687180646,0.895363965645,1.27163105668,0.895363965645
330,0.122410215254,0.0348910814514,0.0481385826428,0.0711837606544,1.26603464701,0.138505914069,0.896207209174,1.26603464701,0.896207209174
340,0.126106519509,0.0354825178555,0.0514327115971,0.0731590932743,1.27719037096,0.14934727214,0.896168419975,1.27719037096,0.896168419975
350,0.123176471591,0.0365430200853,0.0503289805178,0.069902610998,1.28140830287,0.146419892526,0.896378141939,1.28140830287,0.896378141939
360,0.117422154186,0.035842855557,0.050865610333,0.0712136186429,1.28435852008,0.147265643156,0.896368777476,1.28435852008,0.896368777476
370,0.118270874944,0.0345469080855,0.0501941018177,0.0703543352013,1.28694743361,0.141696749904,0.896110069337,1.28694743361,0.896110069337
380,0.115075208291,0.036286614181,0.0520856311292,0.0717869840834,1.29466877675,0.152746436641,0.89605881008,1.29466877675,0.89605881008
390,0.112388567376,0.0373039227213,0.0556960487845,0.0699881524569,1.29927715916,0.162600928058,0.896897553649,1.29927715916,0.896897553649
400,0.104876736763,0.0369013979884,0.0531742248409,0.0693790806369,1.30752906148,0.158804488411,0.896906112031,1.30752906148,0.896906112031
410,0.0934694666253,0.0368048162304,0.0472236959701,0.0649318513822,1.31127515777,0.154647215507,0.896924683504,1.31127515777,0.896924683504
420,0.0929381147688,0.0352003618049,0.0468957155629,0.064314640998,1.31213186158,0.152323581441,0.896307533023,1.31213186158,0.896307533023
430,0.0885302816864,0.0362827405534,0.0495667546476,0.0640204402486,1.31030361775,0.157009424269,0.896522107166,1.31030361775,0.896522107166
440,0.0861380342636,0.0359572055296,0.0517861520693,0.0646187933902,1.30883580912,0.155454478082,0.896620477682,1.30883580912,0.896620477682
450,0.0847396416503,0.0365280343936,0.0519743391527,0.0653442882193,1.30403895806,0.155044659277,0.89601032043,1.30403895806,0.89601032043
460,0.0827526706196,0.0356541416182,0.051113766396,0.0642979543886,1.30429437305,0.157828263015,0.896481320478,1.30429437305,0.896481320478
470,0.0803698287273,0.0342656462048,0.049600679842,0.0630309270749,1.30190971256,0.148852869531,0.896065718691,1.30190971256,0.896065718691
480,0.0816400800959,0.0324180090587,0.0455801067275,0.0598589974836,1.30347305318,0.148882847312,0.895788174504,1.30347305318,0.895788174504
490,0.0859971124729,0.0300964967673,0.0488695020734,0.0594281657111,1.29977855392,0.144029618004,0.895880098861,1.29977855392,0.895880098861
